service_id,date,exception_type
IDFM:25981,20240818,2
IDFM:25981,20240817,2
IDFM:25981,20240816,2
IDFM:25981,20240815,2
IDFM:25981,20240814,2
IDFM:25981,20240813,2
IDFM:25981,20240812,2
IDFM:25985,20240713,1
IDFM:25985,20240815,2
IDFM:25985,20240824,1
IDFM:25985,20240831,1
IDFM:25985,20240907,1
IDFM:25990,20240712,1
IDFM:25990,20240823,1
IDFM:25990,20240822,1
IDFM:25990,20240821,1
IDFM:25990,20240820,1
IDFM:25990,20240819,1
IDFM:25990,20240830,1
IDFM:25990,20240829,1
IDFM:25990,20240828,1
IDFM:25990,20240827,1
IDFM:25990,20240826,1
IDFM:25990,20240906,1
IDFM:25990,20240905,1
IDFM:25990,20240904,1
IDFM:25990,20240903,1
IDFM:25990,20240902,1
IDFM:25990,20240912,1
IDFM:25990,20240911,1
IDFM:25990,20240910,1
IDFM:25990,20240909,1
IDFM:26000,20240713,1
IDFM:26000,20240815,1
IDFM:26000,20240824,1
IDFM:26000,20240831,1
IDFM:26000,20240907,1
IDFM:26008,20240720,2
IDFM:26008,20240719,2
IDFM:26008,20240718,2
IDFM:26008,20240717,2
IDFM:26008,20240716,2
IDFM:26008,20240715,2
IDFM:26008,20240727,2
IDFM:26008,20240726,2
IDFM:26008,20240725,2
IDFM:26008,20240724,2
IDFM:26008,20240723,2
IDFM:26008,20240722,2
IDFM:26008,20240803,2
IDFM:26008,20240802,2
IDFM:26008,20240801,2
IDFM:26008,20240731,2
IDFM:26008,20240730,2
IDFM:26008,20240729,2
IDFM:26008,20240810,2
IDFM:26008,20240809,2
IDFM:26008,20240808,2
IDFM:26008,20240807,2
IDFM:26008,20240806,2
IDFM:26008,20240805,2
IDFM:26008,20240817,2
IDFM:26008,20240816,2
IDFM:26008,20240815,2
IDFM:26008,20240814,2
IDFM:26008,20240813,2
IDFM:26008,20240812,2
IDFM:26022,20240823,2
IDFM:26022,20240822,2
IDFM:26022,20240821,2
IDFM:26022,20240820,2
IDFM:26022,20240819,2
IDFM:26022,20240830,2
IDFM:26022,20240829,2
IDFM:26022,20240828,2
IDFM:26022,20240827,2
IDFM:26022,20240826,2
IDFM:26022,20240906,2
IDFM:26022,20240905,2
IDFM:26022,20240904,2
IDFM:26022,20240903,2
IDFM:26022,20240902,2
IDFM:26029,20240823,2
IDFM:26029,20240822,2
IDFM:26029,20240821,2
IDFM:26029,20240820,2
IDFM:26029,20240819,2
IDFM:26029,20240830,2
IDFM:26029,20240829,2
IDFM:26029,20240828,2
IDFM:26029,20240827,2
IDFM:26029,20240826,2
IDFM:26029,20240906,2
IDFM:26029,20240905,2
IDFM:26029,20240904,2
IDFM:26029,20240903,2
IDFM:26029,20240902,2
IDFM:26032,20240721,2
IDFM:26032,20240719,2
IDFM:26032,20240718,2
IDFM:26032,20240717,2
IDFM:26032,20240716,2
IDFM:26032,20240715,2
IDFM:26032,20240728,2
IDFM:26032,20240726,2
IDFM:26032,20240725,2
IDFM:26032,20240724,2
IDFM:26032,20240723,2
IDFM:26032,20240722,2
IDFM:26032,20240804,2
IDFM:26032,20240802,2
IDFM:26032,20240801,2
IDFM:26032,20240731,2
IDFM:26032,20240730,2
IDFM:26032,20240729,2
IDFM:26032,20240811,2
IDFM:26032,20240809,2
IDFM:26032,20240808,2
IDFM:26032,20240807,2
IDFM:26032,20240806,2
IDFM:26032,20240805,2
IDFM:26032,20240818,2
IDFM:26032,20240816,2
IDFM:26032,20240815,2
IDFM:26032,20240814,2
IDFM:26032,20240813,2
IDFM:26032,20240812,2
IDFM:26048,20240721,2
IDFM:26048,20240720,2
IDFM:26048,20240728,2
IDFM:26048,20240727,2
IDFM:26048,20240804,2
IDFM:26048,20240803,2
IDFM:26048,20240811,2
IDFM:26048,20240810,2
IDFM:26048,20240818,2
IDFM:26048,20240817,2
IDFM:26055,20240815,2
IDFM:26065,20240712,1
IDFM:26065,20240815,1
IDFM:26065,20240823,1
IDFM:26065,20240822,1
IDFM:26065,20240821,1
IDFM:26065,20240820,1
IDFM:26065,20240819,1
IDFM:26065,20240830,1
IDFM:26065,20240829,1
IDFM:26065,20240828,1
IDFM:26065,20240827,1
IDFM:26065,20240826,1
IDFM:26065,20240906,1
IDFM:26065,20240905,1
IDFM:26065,20240904,1
IDFM:26065,20240903,1
IDFM:26065,20240902,1
IDFM:26065,20240912,1
IDFM:26065,20240911,1
IDFM:26065,20240910,1
IDFM:26065,20240909,1
IDFM:26067,20240714,1
IDFM:26067,20240815,2
IDFM:26067,20240825,1
IDFM:26067,20240901,1
IDFM:26067,20240908,1
IDFM:26107,20240815,1
IDFM:26112,20240713,1
IDFM:26112,20240718,1
IDFM:26112,20240725,1
IDFM:26112,20240801,1
IDFM:26112,20240808,1
IDFM:26112,20240824,1
IDFM:26112,20240823,2
IDFM:26112,20240821,2
IDFM:26112,20240820,2
IDFM:26112,20240819,2
IDFM:26112,20240831,1
IDFM:26112,20240830,2
IDFM:26112,20240828,2
IDFM:26112,20240827,2
IDFM:26112,20240826,2
IDFM:26112,20240907,1
IDFM:26112,20240906,2
IDFM:26112,20240904,2
IDFM:26112,20240903,2
IDFM:26112,20240902,2
IDFM:26113,20240712,1
IDFM:26113,20240721,1
IDFM:26113,20240728,1
IDFM:26113,20240804,1
IDFM:26113,20240811,1
IDFM:26113,20240818,1
IDFM:26113,20240815,1
IDFM:26113,20240823,1
IDFM:26113,20240822,1
IDFM:26113,20240821,1
IDFM:26113,20240820,1
IDFM:26113,20240819,1
IDFM:26113,20240830,1
IDFM:26113,20240829,1
IDFM:26113,20240828,1
IDFM:26113,20240827,1
IDFM:26113,20240826,1
IDFM:26113,20240906,1
IDFM:26113,20240905,1
IDFM:26113,20240904,1
IDFM:26113,20240903,1
IDFM:26113,20240902,1
IDFM:26113,20240912,1
IDFM:26113,20240911,1
IDFM:26113,20240910,1
IDFM:26113,20240909,1
IDFM:26126,20240721,1
IDFM:26126,20240728,1
IDFM:26126,20240804,1
IDFM:26126,20240811,1
IDFM:26126,20240818,1
IDFM:26146,20240713,1
IDFM:26146,20240712,1
IDFM:26146,20240815,1
IDFM:26146,20240824,1
IDFM:26146,20240823,1
IDFM:26146,20240822,1
IDFM:26146,20240821,1
IDFM:26146,20240820,1
IDFM:26146,20240819,1
IDFM:26146,20240831,1
IDFM:26146,20240830,1
IDFM:26146,20240829,1
IDFM:26146,20240828,1
IDFM:26146,20240827,1
IDFM:26146,20240826,1
IDFM:26146,20240907,1
IDFM:26146,20240906,1
IDFM:26146,20240905,1
IDFM:26146,20240904,1
IDFM:26146,20240903,1
IDFM:26146,20240902,1
IDFM:26146,20240912,1
IDFM:26146,20240911,1
IDFM:26146,20240910,1
IDFM:26146,20240909,1
IDFM:26170,20240713,1
IDFM:26170,20240721,1
IDFM:26170,20240728,1
IDFM:26170,20240804,1
IDFM:26170,20240811,1
IDFM:26170,20240818,1
IDFM:26170,20240824,1
IDFM:26170,20240831,1
IDFM:26170,20240907,1
IDFM:26185,20240714,1
IDFM:26185,20240718,1
IDFM:26185,20240725,1
IDFM:26185,20240801,1
IDFM:26185,20240808,1
IDFM:26185,20240825,1
IDFM:26185,20240824,2
IDFM:26185,20240823,2
IDFM:26185,20240821,2
IDFM:26185,20240820,2
IDFM:26185,20240819,2
IDFM:26185,20240901,1
IDFM:26185,20240831,2
IDFM:26185,20240830,2
IDFM:26185,20240828,2
IDFM:26185,20240827,2
IDFM:26185,20240826,2
IDFM:26185,20240908,1
IDFM:26185,20240907,2
IDFM:26185,20240906,2
IDFM:26185,20240904,2
IDFM:26185,20240903,2
IDFM:26185,20240902,2
IDFM:26193,20240713,1
IDFM:26193,20240714,2
IDFM:26193,20240824,1
IDFM:26193,20240825,2
IDFM:26193,20240823,2
IDFM:26193,20240822,2
IDFM:26193,20240821,2
IDFM:26193,20240820,2
IDFM:26193,20240819,2
IDFM:26193,20240831,1
IDFM:26193,20240901,2
IDFM:26193,20240830,2
IDFM:26193,20240829,2
IDFM:26193,20240828,2
IDFM:26193,20240827,2
IDFM:26193,20240826,2
IDFM:26193,20240907,1
IDFM:26193,20240906,2
IDFM:26193,20240905,2
IDFM:26193,20240904,2
IDFM:26193,20240903,2
IDFM:26193,20240902,2
IDFM:26216,20240714,1
IDFM:26216,20240713,1
IDFM:26216,20240815,2
IDFM:26216,20240825,1
IDFM:26216,20240824,1
IDFM:26216,20240901,1
IDFM:26216,20240831,1
IDFM:26216,20240908,1
IDFM:26216,20240907,1
IDFM:26220,20240721,2
IDFM:26220,20240728,2
IDFM:26220,20240804,2
IDFM:26220,20240811,2
IDFM:26220,20240818,2
IDFM:26224,20240714,2
IDFM:26224,20240825,2
IDFM:26224,20240823,2
IDFM:26224,20240822,2
IDFM:26224,20240821,2
IDFM:26224,20240820,2
IDFM:26224,20240819,2
IDFM:26224,20240901,2
IDFM:26224,20240830,2
IDFM:26224,20240829,2
IDFM:26224,20240828,2
IDFM:26224,20240827,2
IDFM:26224,20240826,2
IDFM:26224,20240906,2
IDFM:26224,20240905,2
IDFM:26224,20240904,2
IDFM:26224,20240903,2
IDFM:26224,20240902,2
IDFM:26231,20240714,1
IDFM:26231,20240713,1
IDFM:26231,20240718,1
IDFM:26231,20240725,1
IDFM:26231,20240801,1
IDFM:26231,20240808,1
IDFM:26231,20240825,1
IDFM:26231,20240824,1
IDFM:26231,20240823,2
IDFM:26231,20240821,2
IDFM:26231,20240820,2
IDFM:26231,20240819,2
IDFM:26231,20240901,1
IDFM:26231,20240831,1
IDFM:26231,20240830,2
IDFM:26231,20240828,2
IDFM:26231,20240827,2
IDFM:26231,20240826,2
IDFM:26231,20240908,1
IDFM:26231,20240907,1
IDFM:26231,20240906,2
IDFM:26231,20240904,2
IDFM:26231,20240903,2
IDFM:26231,20240902,2
IDFM:26282,20240714,1
IDFM:26282,20240718,1
IDFM:26282,20240725,1
IDFM:26282,20240801,1
IDFM:26282,20240808,1
IDFM:26282,20240825,1
IDFM:26282,20240823,2
IDFM:26282,20240821,2
IDFM:26282,20240820,2
IDFM:26282,20240819,2
IDFM:26282,20240901,1
IDFM:26282,20240830,2
IDFM:26282,20240828,2
IDFM:26282,20240827,2
IDFM:26282,20240826,2
IDFM:26282,20240908,1
IDFM:26282,20240906,2
IDFM:26282,20240904,2
IDFM:26282,20240903,2
IDFM:26282,20240902,2
IDFM:26296,20240713,1
IDFM:26296,20240824,1
IDFM:26296,20240823,2
IDFM:26296,20240822,2
IDFM:26296,20240821,2
IDFM:26296,20240820,2
IDFM:26296,20240819,2
IDFM:26296,20240831,1
IDFM:26296,20240830,2
IDFM:26296,20240829,2
IDFM:26296,20240828,2
IDFM:26296,20240827,2
IDFM:26296,20240826,2
IDFM:26296,20240907,1
IDFM:26296,20240906,2
IDFM:26296,20240905,2
IDFM:26296,20240904,2
IDFM:26296,20240903,2
IDFM:26296,20240902,2
IDFM:26342,20240713,1
IDFM:26342,20240714,2
IDFM:26342,20240815,1
IDFM:26342,20240824,1
IDFM:26342,20240825,2
IDFM:26342,20240831,1
IDFM:26342,20240901,2
IDFM:26342,20240907,1
IDFM:26733,20240714,1
IDFM:26733,20240720,1
IDFM:26733,20240727,1
IDFM:26733,20240803,1
IDFM:26733,20240810,1
IDFM:26733,20240817,1
IDFM:26733,20240815,2
IDFM:26733,20240825,1
IDFM:26733,20240901,1
IDFM:26733,20240908,1
IDFM:26932,20240713,1
IDFM:26932,20240824,1
IDFM:26932,20240831,1
IDFM:26932,20240907,1
IDFM:28027,20240815,2
IDFM:29183,20240815,2
IDFM:30634,20240719,2
IDFM:30634,20240718,2
IDFM:30634,20240716,2
IDFM:30634,20240715,2
IDFM:30634,20240726,2
IDFM:30634,20240725,2
IDFM:30634,20240723,2
IDFM:30634,20240722,2
IDFM:30634,20240802,2
IDFM:30634,20240801,2
IDFM:30634,20240730,2
IDFM:30634,20240729,2
IDFM:30634,20240809,2
IDFM:30634,20240808,2
IDFM:30634,20240806,2
IDFM:30634,20240805,2
IDFM:30634,20240816,2
IDFM:30634,20240815,2
IDFM:30634,20240813,2
IDFM:30634,20240812,2
IDFM:30634,20240823,2
IDFM:30634,20240822,2
IDFM:30634,20240820,2
IDFM:30634,20240819,2
IDFM:30634,20240830,2
IDFM:30634,20240829,2
IDFM:30634,20240827,2
IDFM:30634,20240826,2
IDFM:31806,20240720,2
IDFM:31806,20240727,2
IDFM:31806,20240803,2
IDFM:31806,20240810,2
IDFM:31806,20240817,2
IDFM:31806,20240824,2
IDFM:31806,20240831,2
IDFM:31806,20240908,1
IDFM:33586,20240815,2
IDFM:33586,20240830,2
IDFM:33586,20240829,2
IDFM:33586,20240828,2
IDFM:33586,20240827,2
IDFM:33586,20240826,2
IDFM:36010,20240802,2
IDFM:36010,20240801,2
IDFM:36010,20240731,2
IDFM:36010,20240809,2
IDFM:36010,20240808,2
IDFM:36010,20240807,2
IDFM:36010,20240806,2
IDFM:36010,20240805,2
IDFM:36010,20240816,2
IDFM:36010,20240815,2
IDFM:36010,20240814,2
IDFM:36010,20240813,2
IDFM:36010,20240812,2
IDFM:36072,20240816,2
IDFM:36072,20240815,2
IDFM:36072,20240814,2
IDFM:36072,20240813,2
IDFM:36072,20240812,2
IDFM:36099,20240718,1
IDFM:36099,20240717,1
IDFM:36099,20240725,1
IDFM:36099,20240724,1
IDFM:36099,20240802,2
IDFM:36099,20240809,2
IDFM:36099,20240806,2
IDFM:36099,20240805,2
IDFM:36099,20240822,1
IDFM:36099,20240821,1
IDFM:36104,20240815,2
IDFM:36104,20240814,2
IDFM:36278,20240815,2
IDFM:36278,20240814,2
IDFM:36343,20240806,1
IDFM:36343,20240805,1
IDFM:36773,20240815,2
IDFM:36773,20240814,2
IDFM:36773,20240830,2
IDFM:36773,20240829,2
IDFM:36773,20240828,2
IDFM:36773,20240827,2
IDFM:36773,20240826,2
IDFM:36773,20240907,1
IDFM:36773,20240906,2
IDFM:36773,20240905,2
IDFM:36773,20240904,2
IDFM:36773,20240903,2
IDFM:36773,20240902,2
IDFM:36975,20240814,1
IDFM:36975,20240830,1
IDFM:36975,20240829,1
IDFM:36975,20240828,1
IDFM:36975,20240827,1
IDFM:36975,20240826,1
IDFM:38284,20240802,2
IDFM:38284,20240801,2
IDFM:38284,20240809,2
IDFM:38284,20240808,2
IDFM:38284,20240807,2
IDFM:38284,20240806,2
IDFM:38284,20240805,2
IDFM:38284,20240816,2
IDFM:38284,20240815,2
IDFM:38284,20240814,2
IDFM:38284,20240813,2
IDFM:38284,20240812,2
IDFM:38503,20240804,1
IDFM:38503,20240811,1
IDFM:38503,20240818,1
IDFM:38503,20240815,1
IDFM:38503,20240825,1
IDFM:38539,20240815,2
IDFM:40651,20240815,1
IDFM:40651,20240814,1
IDFM:49858,20240802,2
IDFM:49858,20240801,2
IDFM:49858,20240809,2
IDFM:49858,20240808,2
IDFM:49858,20240807,2
IDFM:49858,20240806,2
IDFM:49858,20240805,2
IDFM:49858,20240816,2
IDFM:49858,20240815,2
IDFM:49858,20240814,2
IDFM:49858,20240813,2
IDFM:49858,20240812,2
IDFM:49858,20240823,2
IDFM:49858,20240822,2
IDFM:49858,20240821,2
IDFM:49858,20240820,2
IDFM:49858,20240819,2
IDFM:51668,20240802,1
IDFM:51668,20240801,1
IDFM:51668,20240809,1
IDFM:51668,20240808,1
IDFM:51668,20240807,1
IDFM:51668,20240806,1
IDFM:51668,20240805,1
IDFM:51668,20240816,1
IDFM:51668,20240815,1
IDFM:51668,20240814,1
IDFM:51668,20240813,1
IDFM:51668,20240812,1
IDFM:51668,20240823,1
IDFM:51668,20240822,1
IDFM:51668,20240821,1
IDFM:51668,20240820,1
IDFM:51668,20240819,1
IDFM:51774,20240719,2
IDFM:51774,20240718,2
IDFM:51774,20240726,2
IDFM:51774,20240725,2
IDFM:51774,20240807,1
IDFM:51774,20240806,1
IDFM:51774,20240805,1
IDFM:51774,20240814,1
IDFM:51774,20240813,1
IDFM:51774,20240812,1
IDFM:51774,20240821,1
IDFM:51774,20240820,1
IDFM:51774,20240819,1
IDFM:51974,20240802,1
IDFM:51974,20240801,1
IDFM:51974,20240809,1
IDFM:51974,20240808,1
IDFM:51974,20240807,1
IDFM:51974,20240806,1
IDFM:51974,20240805,1
IDFM:51974,20240816,1
IDFM:51974,20240814,1
IDFM:51974,20240813,1
IDFM:51974,20240812,1
IDFM:51974,20240823,1
IDFM:51974,20240822,1
IDFM:51974,20240821,1
IDFM:51974,20240820,1
IDFM:51974,20240819,1
IDFM:52257,20240802,1
IDFM:52257,20240801,1
IDFM:52257,20240809,1
IDFM:52257,20240808,1
IDFM:52257,20240807,1
IDFM:52257,20240806,1
IDFM:52257,20240805,1
IDFM:52257,20240816,1
IDFM:52257,20240814,1
IDFM:52257,20240813,1
IDFM:52257,20240812,1
IDFM:52257,20240823,1
IDFM:52257,20240822,1
IDFM:52257,20240821,1
IDFM:52257,20240820,1
IDFM:52257,20240819,1
IDFM:52257,20240906,1
IDFM:52257,20240905,1
IDFM:52257,20240904,1
IDFM:52257,20240903,1
IDFM:52257,20240902,1
IDFM:52257,20240907,2
IDFM:52257,20240912,1
IDFM:52257,20240911,1
IDFM:52257,20240910,1
IDFM:52257,20240909,1
IDFM:56647,20240815,2
IDFM:56647,20240902,2
IDFM:56647,20240909,2
IDFM:57555,20240815,1
IDFM:57559,20240712,1
IDFM:57559,20240719,1
IDFM:57559,20240718,1
IDFM:57559,20240717,1
IDFM:57559,20240716,1
IDFM:57559,20240715,1
IDFM:57559,20240726,1
IDFM:57559,20240725,1
IDFM:57559,20240724,1
IDFM:57559,20240723,1
IDFM:57559,20240722,1
IDFM:57559,20240802,1
IDFM:57559,20240801,1
IDFM:57559,20240731,1
IDFM:57559,20240730,1
IDFM:57559,20240729,1
IDFM:57563,20240815,1
IDFM:58214,20240712,1
IDFM:58214,20240719,1
IDFM:58214,20240718,1
IDFM:58214,20240717,1
IDFM:58214,20240716,1
IDFM:58214,20240715,1
IDFM:58214,20240726,1
IDFM:58214,20240725,1
IDFM:58214,20240724,1
IDFM:58214,20240723,1
IDFM:58214,20240722,1
IDFM:58214,20240802,1
IDFM:58214,20240801,1
IDFM:58214,20240731,1
IDFM:58214,20240730,1
IDFM:58214,20240729,1
IDFM:62929,20240809,2
IDFM:62929,20240808,2
IDFM:62929,20240807,2
IDFM:62929,20240806,2
IDFM:62929,20240805,2
IDFM:62929,20240816,2
IDFM:62929,20240815,2
IDFM:62929,20240814,2
IDFM:62929,20240813,2
IDFM:62929,20240812,2
IDFM:62929,20240823,2
IDFM:62929,20240822,2
IDFM:62929,20240821,2
IDFM:62929,20240820,2
IDFM:62929,20240819,2
IDFM:62929,20240830,2
IDFM:62929,20240829,2
IDFM:62929,20240828,2
IDFM:62929,20240827,2
IDFM:62929,20240826,2
IDFM:65555,20240901,2
IDFM:65555,20240908,2
IDFM:65555,20240907,2
IDFM:65591,20240815,2
IDFM:65591,20240901,1
IDFM:65591,20240908,1
IDFM:65591,20240907,1
IDFM:65602,20240901,2
IDFM:65602,20240908,2
IDFM:65893,20240815,2
IDFM:66143,20240718,1
IDFM:66143,20240717,1
IDFM:66143,20240716,1
IDFM:66143,20240715,1
IDFM:66143,20240725,1
IDFM:66143,20240724,1
IDFM:66143,20240723,1
IDFM:66143,20240722,1
IDFM:66143,20240731,1
IDFM:66143,20240730,1
IDFM:66143,20240729,1
IDFM:67135,20240718,1
IDFM:67135,20240717,1
IDFM:67135,20240716,1
IDFM:67135,20240715,1
IDFM:67135,20240725,1
IDFM:67135,20240724,1
IDFM:67135,20240723,1
IDFM:67135,20240722,1
IDFM:67135,20240731,1
IDFM:67135,20240730,1
IDFM:67135,20240729,1
IDFM:67994,20240718,1
IDFM:67994,20240725,1
IDFM:67994,20240801,1
IDFM:67994,20240808,1
IDFM:67994,20240821,2
IDFM:67994,20240820,2
IDFM:67994,20240819,2
IDFM:67994,20240828,2
IDFM:67994,20240827,2
IDFM:67994,20240826,2
IDFM:68524,20240906,1
IDFM:69216,20240815,2
IDFM:69216,20240823,2
IDFM:69216,20240822,2
IDFM:69216,20240821,2
IDFM:69216,20240820,2
IDFM:69216,20240819,2
IDFM:69216,20240830,2
IDFM:69216,20240829,2
IDFM:69216,20240828,2
IDFM:69216,20240827,2
IDFM:69216,20240826,2
IDFM:69253,20240815,2
IDFM:69253,20240823,2
IDFM:69253,20240822,2
IDFM:69253,20240821,2
IDFM:69253,20240820,2
IDFM:69253,20240819,2
IDFM:69253,20240830,2
IDFM:69253,20240829,2
IDFM:69253,20240828,2
IDFM:69253,20240827,2
IDFM:69253,20240826,2
IDFM:69253,20240908,1
IDFM:69253,20240906,2
IDFM:69253,20240905,2
IDFM:69253,20240904,2
IDFM:69253,20240903,2
IDFM:69253,20240902,2
IDFM:70850,20240906,1
IDFM:70852,20240815,2
IDFM:70852,20240822,2
IDFM:70852,20240821,2
IDFM:70852,20240820,2
IDFM:70852,20240819,2
IDFM:70852,20240829,2
IDFM:70852,20240828,2
IDFM:70852,20240827,2
IDFM:70852,20240826,2
IDFM:70852,20240907,2
IDFM:70862,20240815,2
IDFM:70862,20240907,2
IDFM:70862,20240905,2
IDFM:70862,20240903,2
IDFM:70862,20240902,2
IDFM:70862,20240910,2
IDFM:70862,20240909,2
IDFM:70986,20240809,2
IDFM:70986,20240816,2
IDFM:70986,20240823,2
IDFM:71062,20240809,2
IDFM:71062,20240816,2
IDFM:71062,20240815,2
IDFM:71062,20240823,2
IDFM:71062,20240822,2
IDFM:71062,20240821,2
IDFM:71062,20240820,2
IDFM:71062,20240819,2
IDFM:71062,20240829,2
IDFM:71062,20240828,2
IDFM:71062,20240827,2
IDFM:71062,20240826,2
IDFM:71066,20240809,1
IDFM:71066,20240816,1
IDFM:71066,20240815,2
IDFM:71066,20240823,1
IDFM:71066,20240822,2
IDFM:71066,20240821,2
IDFM:71066,20240820,2
IDFM:71066,20240819,2
IDFM:71160,20240822,2
IDFM:71160,20240821,2
IDFM:71160,20240820,2
IDFM:71160,20240819,2
IDFM:71160,20240829,2
IDFM:71160,20240828,2
IDFM:71160,20240827,2
IDFM:71160,20240826,2
IDFM:71203,20240718,1
IDFM:71203,20240725,1
IDFM:71203,20240801,1
IDFM:71203,20240808,1
IDFM:71203,20240821,2
IDFM:71203,20240820,2
IDFM:71203,20240819,2
IDFM:71203,20240828,2
IDFM:71203,20240827,2
IDFM:71203,20240826,2
IDFM:71259,20240907,1
IDFM:71259,20240906,1
IDFM:71266,20240815,2
IDFM:71266,20240901,1
IDFM:71266,20240908,1
IDFM:71266,20240907,1
IDFM:71266,20240905,2
IDFM:71266,20240903,2
IDFM:71266,20240902,2
IDFM:71266,20240910,2
IDFM:71266,20240909,2
IDFM:71297,20240907,1
IDFM:71297,20240906,2
IDFM:71306,20240907,1
IDFM:71308,20240815,1
IDFM:71308,20240907,1
IDFM:71313,20240815,2
IDFM:71313,20240905,2
IDFM:71313,20240903,2
IDFM:71313,20240902,2
IDFM:71313,20240910,2
IDFM:71313,20240909,2
IDFM:71350,20240815,2
IDFM:71350,20240901,1
IDFM:71350,20240908,1
IDFM:71350,20240907,1
IDFM:71350,20240906,1
IDFM:71350,20240905,2
IDFM:71350,20240903,2
IDFM:71350,20240902,2
IDFM:71350,20240910,2
IDFM:71350,20240909,2
IDFM:71655,20240815,1
IDFM:71656,20240908,2
IDFM:71656,20240907,2
IDFM:71659,20240906,1
IDFM:71661,20240815,2
IDFM:71661,20240901,1
